expense_id,department,category,amount,expense_date,approval_status,payment_method,budget_allocated,budget_used,vendor_name,expense_priority
EXP0280,Finance,Office Supplies,10172,2026-06-19,Approved,Credit Card,273375,255670,Oracle,Critical
EXP0281,Engineering,Marketing Campaign,37281,2024-09-13,Rejected,UPI,163652,158435,Google,Low
EXP0282,Engineering,Marketing Campaign,24246,2026-06-30,Pending,UPI,436542,16293,Zoho,Medium
EXP0283,Finance,Office Supplies,30762,2025-07-15,Approved,Cash,459688,393323,Google,Low
EXP0284,HR,Travel,14523,2024-12-22,Approved,Cash,75981,11096,Oracle,High
EXP0285,Engineering,Software License,78071,2024-10-17,Approved,Cash,427434,169948,Meta,Medium
EXP0286,Marketing,Travel,17594,2026-07-05,Rejected,Credit Card,136739,31613,Zoho,High
EXP0287,Data Science,Recruitment,82796,2026-02-24,Rejected,UPI,472975,123599,Meta,Low
EXP0288,IT,Office Supplies,62511,2024-11-17,Pending,Bank Transfer,145314,23921,Google,Low
EXP0289,Data Science,Hardware,35118,2025-12-11,Approved,UPI,191018,145918,Microsoft,Medium
EXP0290,Data Science,Office Supplies,84100,2026-08-05,Approved,Bank Transfer,327820,71934,HP,Low
EXP0291,Sales,Marketing Campaign,81755,2026-08-05,Approved,Cash,75004,40992,Google,Critical
EXP0292,Engineering,Recruitment,67065,2025-08-20,Pending,Credit Card,481806,261659,LinkedIn,Medium
EXP0293,IT,Training,65870,2025-10-28,Rejected,Cash,331326,39605,LinkedIn,Critical
EXP0294,IT,Marketing Campaign,22134,2025-11-18,Approved,Cash,366828,347520,Google,High
EXP0295,Data Science,Cloud Services,86922,2026-01-03,Approved,UPI,99672,33461,Zoho,Medium
EXP0296,IT,Hardware,27757,2025-06-24,Pending,UPI,290093,49614,Adobe,Medium
EXP0297,Data Science,Travel,8712,2025-11-19,Approved,UPI,152026,15618,LinkedIn,Critical
EXP0298,HR,Office Supplies,67783,2026-03-27,Rejected,Credit Card,290060,46582,HP,Critical
EXP0299,HR,Hardware,5411,2025-01-07,Approved,UPI,442971,55430,Dell,Critical
EXP0300,Finance,Office Supplies,70045,2025-08-26,Approved,UPI,134871,15130,Google,Critical
EXP0301,Sales,Recruitment,67926,2026-03-20,Pending,UPI,94455,61526,Meta,Low
EXP0302,Sales,Consulting,10886,2025-03-27,Rejected,Credit Card,186610,63995,Zoho,High
EXP0303,Data Science,Marketing Campaign,5122,2024-09-01,Pending,Credit Card,93158,71529,Meta,Critical
EXP0304,HR,Recruitment,45744,2025-08-14,Approved,Credit Card,143844,124766,Meta,Low
EXP0305,Sales,Software License,85371,2025-02-05,Pending,Cash,444225,381146,LinkedIn,Critical
EXP0306,Sales,Office Supplies,26447,2024-11-14,Rejected,Cash,460685,282008,LinkedIn,Medium
EXP0307,Marketing,Travel,62035,2026-04-02,Rejected,Bank Transfer,84832,5826,HP,Critical
EXP0308,Finance,Marketing Campaign,2030,2026-07-21,Pending,Bank Transfer,301703,55613,Dell,High
EXP0309,IT,Software License,45230,2026-04-26,Rejected,Bank Transfer,279139,68714,LinkedIn,Medium
EXP0310,Marketing,Travel,26058,2025-06-11,Approved,Bank Transfer,434886,433413,Google,Critical
EXP0311,HR,Recruitment,50529,2026-06-01,Rejected,Bank Transfer,226547,96458,Google,Low
EXP0312,IT,Training,47979,2025-04-15,Approved,Cash,476360,21253,Zoho,Medium
EXP0313,Finance,Office Supplies,52593,2026-06-09,Rejected,Cash,417155,182656,Meta,Medium
EXP0314,Finance,Training,65638,2024-11-05,Approved,Cash,329812,143528,LinkedIn,High
EXP0315,Marketing,Maintenance,66701,2025-10-03,Rejected,Credit Card,75346,41685,HP,Low
EXP0316,Finance,Hardware,55875,2026-04-20,Rejected,UPI,379441,26830,Amazon AWS,High
EXP0317,Marketing,Travel,88079,2025-07-07,Approved,Credit Card,162726,15995,Meta,Low
EXP0318,Sales,Recruitment,75808,2026-03-16,Rejected,Bank Transfer,240382,21346,Zoho,Critical
EXP0319,Data Science,Consulting,25472,2026-06-23,Approved,Bank Transfer,132305,114461,Meta,Medium
EXP0320,HR,Training,34479,2026-01-12,Pending,UPI,347735,130314,LinkedIn,Medium
EXP0321,HR,Maintenance,65873,2025-10-07,Pending,Cash,391779,88903,Amazon AWS,Critical
EXP0322,HR,Training,71805,2026-05-11,Rejected,Bank Transfer,449718,300226,Zoho,Medium
EXP0323,Marketing,Maintenance,3070,2024-11-11,Pending,Bank Transfer,94913,21144,Microsoft,High
EXP0324,Engineering,Marketing Campaign,36235,2025-02-24,Rejected,Cash,244882,30183,HP,Low
EXP0325,Finance,Software License,81567,2026-05-08,Pending,Cash,413283,259599,Oracle,Low
EXP0326,IT,Marketing Campaign,46302,2026-03-01,Rejected,Bank Transfer,248889,102478,Microsoft,Critical
EXP0327,Sales,Maintenance,10741,2026-07-25,Approved,UPI,488290,474409,HP,High
EXP0328,Engineering,Marketing Campaign,84235,2025-03-21,Rejected,UPI,147881,74284,Meta,Medium
EXP0329,Sales,Hardware,26847,2026-07-01,Pending,UPI,217643,120714,Adobe,Low
EXP0330,Marketing,Hardware,72079,2024-11-10,Pending,Credit Card,372370,137510,Dell,Medium
EXP0331,Finance,Recruitment,63244,2025-12-16,Approved,Cash,251252,217386,HP,Critical
EXP0332,Marketing,Consulting,74267,2026-05-13,Pending,Credit Card,62044,32054,Zoho,Medium
EXP0333,Sales,Office Supplies,81842,2026-05-09,Approved,Credit Card,466286,446212,Google,Low
EXP0334,Engineering,Recruitment,24352,2025-10-20,Rejected,Credit Card,332017,51730,Amazon AWS,High
EXP0335,HR,Hardware,37421,2026-01-20,Pending,Cash,435594,150250,Dell,Critical
EXP0336,Operations,Hardware,7968,2025-08-18,Pending,UPI,368157,189788,Amazon AWS,Medium
EXP0337,Data Science,Marketing Campaign,14903,2026-06-25,Pending,Credit Card,322122,272258,Oracle,Low
EXP0338,HR,Office Supplies,78892,2024-08-29,Pending,Cash,273495,124724,Zoho,Medium
EXP0339,Finance,Training,40187,2026-04-21,Approved,UPI,117123,90452,Oracle,High
EXP0340,Finance,Cloud Services,3020,2024-11-07,Pending,Credit Card,236751,96262,Microsoft,High
EXP0341,HR,Software License,11569,2026-06-09,Approved,Cash,337341,247420,HP,Low
EXP0342,IT,Software License,97376,2025-11-07,Pending,Credit Card,98077,84399,Amazon AWS,Medium
EXP0343,Operations,Office Supplies,21251,2026-06-24,Rejected,Bank Transfer,166162,102207,HP,High
EXP0344,Marketing,Maintenance,41036,2025-02-12,Rejected,Cash,433736,251843,Adobe,Low
EXP0345,HR,Office Supplies,36643,2025-09-23,Pending,Credit Card,185967,158022,Microsoft,High
EXP0346,IT,Hardware,37073,2024-10-06,Pending,UPI,172359,162068,Microsoft,Low
EXP0347,HR,Training,88565,2025-10-21,Approved,Credit Card,291852,58979,Amazon AWS,Low
EXP0348,HR,Recruitment,75120,2025-06-27,Rejected,Credit Card,398150,95260,Oracle,Medium
EXP0349,Finance,Travel,37783,2026-07-15,Approved,Bank Transfer,111975,97486,Microsoft,Critical
EXP0350,Operations,Maintenance,35888,2025-12-01,Pending,UPI,184180,83453,Microsoft,Low
EXP0351,Operations,Travel,80646,2024-09-23,Pending,Credit Card,179252,30068,Adobe,High
EXP0352,HR,Software License,56817,2026-04-01,Pending,UPI,81694,78620,Zoho,Low
EXP0353,Engineering,Maintenance,85976,2024-12-16,Approved,Credit Card,392757,182443,Google,Low
EXP0354,IT,Training,51185,2024-11-30,Pending,Credit Card,401342,43176,Microsoft,High
EXP0355,IT,Cloud Services,86868,2026-07-12,Pending,Cash,298213,46796,Dell,Low
EXP0356,Data Science,Hardware,80275,2026-06-05,Approved,UPI,281966,28016,Oracle,Critical
EXP0357,Operations,Hardware,61431,2024-10-10,Pending,UPI,261865,106235,Amazon AWS,Low
EXP0358,HR,Software License,19451,2026-01-27,Rejected,Bank Transfer,199577,49275,Adobe,Low
EXP0359,HR,Cloud Services,83453,2025-05-28,Approved,Credit Card,210505,186505,HP,Critical
EXP0360,Sales,Software License,30158,2025-01-04,Approved,UPI,338555,276841,Dell,Medium
EXP0361,HR,Maintenance,29525,2024-11-20,Pending,UPI,379634,21034,Oracle,Low
EXP0362,Marketing,Consulting,62888,2024-12-17,Approved,UPI,176935,45771,Dell,Critical
EXP0363,IT,Training,75434,2026-08-06,Pending,Credit Card,137766,19644,Oracle,Medium
EXP0364,Sales,Office Supplies,15588,2025-07-10,Pending,UPI,170946,76385,Meta,High
EXP0365,Operations,Software License,37942,2024-10-22,Approved,Credit Card,173891,52572,Adobe,Critical
EXP0366,Sales,Hardware,7459,2025-07-14,Pending,Credit Card,246632,57649,Amazon AWS,Critical
EXP0367,Operations,Cloud Services,2249,2024-12-18,Rejected,Bank Transfer,269906,184752,Dell,High
EXP0368,Operations,Software License,58458,2025-07-17,Rejected,Credit Card,393769,181967,Microsoft,High
EXP0369,HR,Recruitment,56793,2024-12-28,Rejected,Bank Transfer,222863,3073,Amazon AWS,Low
EXP0370,Marketing,Hardware,81715,2024-11-29,Approved,Cash,276915,111003,Adobe,Medium
EXP0371,Marketing,Training,63833,2026-02-15,Pending,Credit Card,165419,84718,HP,Medium
EXP0372,Sales,Cloud Services,30778,2025-08-06,Approved,Bank Transfer,327675,42633,Google,Low
EXP0373,Engineering,Marketing Campaign,41962,2024-11-17,Pending,Bank Transfer,367469,331877,Amazon AWS,Medium
EXP0374,Operations,Maintenance,62960,2025-04-28,Rejected,Bank Transfer,499780,472074,HP,Critical
EXP0375,Finance,Office Supplies,67456,2025-08-11,Rejected,Bank Transfer,349446,66805,Oracle,High
EXP0376,Finance,Office Supplies,69561,2026-05-05,Approved,UPI,389933,67621,Amazon AWS,Critical
EXP0377,Engineering,Maintenance,45187,2025-12-08,Pending,Cash,287390,39258,Oracle,Critical
EXP0378,Finance,Office Supplies,88284,2025-12-04,Rejected,UPI,146555,70400,Oracle,Medium
EXP0379,HR,Software License,36630,2025-01-14,Rejected,Credit Card,130614,33854,Dell,High
EXP0380,HR,Travel,42833,2024-08-23,Approved,UPI,452259,245985,Adobe,High
EXP0381,Marketing,Travel,40294,2024-08-25,Rejected,Credit Card,102875,82918,Google,Low
EXP0382,IT,Maintenance,95188,2026-01-02,Rejected,Cash,100913,74206,Oracle,Low
EXP0383,Marketing,Marketing Campaign,93282,2026-04-30,Pending,Credit Card,436995,302078,Dell,High
EXP0384,Finance,Consulting,87695,2026-04-28,Rejected,Credit Card,391777,99398,Meta,High
EXP0385,Operations,Consulting,82855,2025-09-28,Approved,Bank Transfer,399379,121212,Zoho,Medium
EXP0386,Finance,Consulting,57832,2025-04-07,Approved,Bank Transfer,335147,251939,Oracle,High
EXP0387,IT,Marketing Campaign,89574,2025-10-27,Approved,UPI,335789,68904,HP,Low
EXP0388,Finance,Maintenance,10535,2025-02-20,Approved,Bank Transfer,447145,255433,Microsoft,Critical
EXP0389,Marketing,Software License,96769,2025-06-30,Approved,Bank Transfer,415301,91191,Google,Medium
EXP0390,Engineering,Hardware,71094,2024-11-10,Pending,Bank Transfer,312715,174536,Zoho,Low
EXP0391,Sales,Maintenance,12705,2025-11-06,Approved,Bank Transfer,156280,127678,Adobe,High
EXP0392,Operations,Cloud Services,25571,2025-07-09,Rejected,UPI,156558,127161,Microsoft,Low
EXP0393,Sales,Marketing Campaign,77404,2025-09-26,Rejected,Bank Transfer,390412,133379,LinkedIn,Low
EXP0394,IT,Software License,52650,2025-01-14,Rejected,Bank Transfer,307576,42942,Zoho,Medium
EXP0395,Sales,Hardware,90618,2024-10-28,Rejected,UPI,298041,279105,Dell,Critical
EXP0396,Marketing,Consulting,28680,2026-04-10,Rejected,Cash,166056,149035,Meta,Medium
EXP0397,Data Science,Software License,26593,2025-07-05,Approved,UPI,479308,90634,Amazon AWS,Medium
EXP0398,Engineering,Recruitment,84896,2025-02-26,Pending,UPI,471294,59503,Amazon AWS,Medium
EXP0399,Sales,Maintenance,43829,2025-03-01,Pending,Cash,267671,48575,LinkedIn,Critical
EXP0400,IT,Cloud Services,18204,2025-11-24,Pending,Cash,211328,24062,Dell,High
EXP0401,Operations,Cloud Services,82430,2024-09-16,Pending,Cash,429276,344704,Dell,High
EXP0402,Engineering,Software License,75119,2026-04-03,Pending,Cash,85755,15678,LinkedIn,High
EXP0403,HR,Training,40269,2024-10-05,Approved,Cash,216788,208492,Adobe,Low
EXP0404,Sales,Consulting,12750,2025-04-25,Pending,Credit Card,176621,152689,Google,Medium
EXP0405,Sales,Marketing Campaign,41080,2025-04-05,Pending,Credit Card,53222,23221,Amazon AWS,Medium
EXP0406,Operations,Recruitment,86635,2025-08-17,Pending,Credit Card,461307,387927,Dell,Critical
EXP0407,Finance,Hardware,81945,2025-04-28,Approved,Bank Transfer,435553,19645,Amazon AWS,High
EXP0408,Finance,Office Supplies,73265,2026-08-13,Rejected,UPI,440226,151242,LinkedIn,Medium
EXP0409,HR,Recruitment,79982,2025-06-03,Rejected,UPI,367074,177671,Zoho,High
EXP0410,Engineering,Software License,33102,2025-10-15,Approved,Bank Transfer,395488,368860,Amazon AWS,Critical
EXP0411,IT,Consulting,37992,2025-12-20,Pending,Bank Transfer,146713,131378,Microsoft,Critical
EXP0412,Engineering,Consulting,20045,2024-10-22,Pending,Credit Card,377905,275004,LinkedIn,Medium
EXP0413,Finance,Hardware,28420,2025-09-26,Approved,Credit Card,375138,181868,LinkedIn,High
EXP0414,Marketing,Maintenance,7553,2025-01-10,Approved,UPI,448761,408028,Adobe,Medium
EXP0415,Marketing,Training,57259,2026-05-27,Rejected,Cash,231298,13717,LinkedIn,Critical
EXP0416,Data Science,Hardware,88316,2026-01-03,Rejected,Bank Transfer,367318,100752,Meta,Critical
EXP0417,Engineering,Office Supplies,92728,2025-05-23,Pending,Credit Card,443350,318158,Oracle,Critical
EXP0418,Marketing,Cloud Services,84575,2025-12-21,Rejected,Cash,87647,33748,Amazon AWS,Low
EXP0419,HR,Marketing Campaign,29943,2025-11-05,Rejected,Credit Card,55314,17558,Amazon AWS,Critical
EXP0420,Marketing,Travel,89985,2024-10-29,Rejected,Credit Card,199534,4650,Meta,Low
EXP0421,Marketing,Marketing Campaign,73288,2024-10-25,Rejected,UPI,316391,199461,Oracle,Medium
EXP0422,Sales,Travel,13486,2025-06-02,Pending,Bank Transfer,201590,18033,Microsoft,Medium
EXP0423,Data Science,Software License,47700,2024-09-06,Pending,Credit Card,71984,18458,Google,Critical
EXP0424,Sales,Recruitment,2441,2025-08-24,Pending,UPI,474462,379836,Meta,Medium
EXP0425,HR,Maintenance,4928,2024-09-06,Rejected,Bank Transfer,89057,47150,Adobe,Medium
EXP0426,HR,Maintenance,69317,2025-09-02,Pending,Bank Transfer,416798,84858,Dell,Medium
EXP0427,Finance,Hardware,62418,2025-03-15,Pending,Bank Transfer,255865,183254,Meta,High
EXP0428,Finance,Consulting,61155,2024-12-28,Rejected,Bank Transfer,126723,69706,Dell,Critical
EXP0429,Engineering,Cloud Services,32584,2025-09-06,Pending,UPI,319851,257666,Microsoft,High
EXP0430,Finance,Hardware,65077,2026-07-06,Rejected,Credit Card,291807,178248,HP,High
EXP0431,HR,Training,77842,2025-03-17,Rejected,Cash,277864,236849,Meta,Critical
EXP0432,Sales,Office Supplies,84299,2024-09-25,Approved,Credit Card,202393,121620,LinkedIn,Low
EXP0433,Sales,Software License,53420,2026-06-27,Rejected,UPI,148953,73196,Google,High
EXP0434,Marketing,Consulting,56756,2024-09-19,Rejected,Credit Card,434749,37159,HP,High
EXP0435,Sales,Travel,9358,2025-03-03,Approved,Bank Transfer,445512,294970,Amazon AWS,Low
EXP0436,Operations,Recruitment,13514,2025-07-08,Pending,Credit Card,353897,40247,Meta,High
EXP0437,Sales,Marketing Campaign,68830,2026-01-16,Rejected,Cash,344513,205993,Zoho,Low
EXP0438,Finance,Hardware,40485,2025-11-02,Rejected,Credit Card,365787,83750,Google,Critical
EXP0439,Operations,Hardware,65926,2026-03-07,Pending,UPI,355546,332162,Oracle,Critical
EXP0440,IT,Training,67640,2025-11-06,Pending,Bank Transfer,227208,95854,HP,Critical
EXP0441,HR,Cloud Services,74028,2026-08-17,Pending,Credit Card,138971,28962,HP,Critical
EXP0442,Finance,Hardware,21472,2025-02-19,Pending,Cash,481748,427278,LinkedIn,High
EXP0443,Operations,Marketing Campaign,33489,2025-10-28,Rejected,Credit Card,137017,51637,Zoho,Medium
EXP0444,IT,Consulting,95129,2024-11-08,Approved,Credit Card,94276,3029,Oracle,Medium
EXP0445,Engineering,Software License,97558,2025-07-29,Pending,Cash,369482,347156,Amazon AWS,High
EXP0446,HR,Office Supplies,82587,2026-01-18,Rejected,Bank Transfer,281052,129542,Dell,High
EXP0447,HR,Training,95583,2025-05-28,Approved,Bank Transfer,107923,88764,Meta,Critical
EXP0448,Marketing,Training,80932,2026-05-25,Rejected,Cash,413413,232542,HP,Medium
EXP0449,Sales,Cloud Services,18139,2025-03-06,Rejected,UPI,170725,98729,Zoho,High
EXP0450,Sales,Marketing Campaign,76996,2025-05-10,Approved,Bank Transfer,395794,263728,Google,Medium
EXP0451,Data Science,Training,88302,2026-07-17,Pending,Bank Transfer,176521,23609,HP,Medium
EXP0452,Sales,Cloud Services,47129,2024-10-04,Pending,Cash,327704,153657,Meta,Low
EXP0453,Sales,Training,5878,2025-02-28,Approved,Credit Card,344370,275347,Meta,Medium
EXP0454,Operations,Hardware,32519,2024-12-22,Rejected,Cash,173272,116724,Meta,Low
EXP0455,Finance,Maintenance,80583,2025-05-27,Rejected,Bank Transfer,333856,9375,Meta,Low
EXP0456,Data Science,Consulting,90139,2024-10-30,Rejected,UPI,335040,333843,Adobe,Medium
EXP0457,Engineering,Recruitment,5154,2025-08-09,Pending,Bank Transfer,481126,436440,Meta,High
EXP0458,Finance,Software License,24389,2025-01-06,Pending,Cash,288238,254464,Google,Critical
EXP0459,Data Science,Office Supplies,46758,2025-05-27,Approved,Credit Card,221720,183980,Oracle,Critical
EXP0460,Finance,Cloud Services,8651,2025-12-28,Rejected,Cash,462101,198835,Zoho,Critical
EXP0461,Engineering,Maintenance,93721,2026-07-07,Pending,Bank Transfer,161965,4982,HP,Low
EXP0462,Data Science,Hardware,6499,2025-07-05,Approved,Bank Transfer,221239,202637,Amazon AWS,Medium
EXP0463,Operations,Software License,76812,2026-05-13,Approved,Bank Transfer,56827,4706,Amazon AWS,Low
EXP0464,Sales,Hardware,36402,2026-01-16,Pending,Cash,227487,6952,HP,High
EXP0465,HR,Maintenance,17718,2026-03-28,Rejected,Credit Card,318754,56678,Dell,Critical
EXP0466,Operations,Consulting,57060,2026-04-08,Pending,Bank Transfer,327845,293920,Microsoft,Low
EXP0467,IT,Maintenance,85152,2025-07-31,Rejected,UPI,349972,93343,Amazon AWS,Low
EXP0468,Finance,Software License,52771,2024-09-27,Approved,Cash,143950,116444,Google,Medium
EXP0469,Operations,Cloud Services,21953,2025-03-03,Rejected,Bank Transfer,287716,274699,Adobe,Medium
EXP0470,Operations,Office Supplies,6521,2026-01-20,Rejected,UPI,395455,301865,Dell,Critical
EXP0471,Sales,Training,69878,2024-11-21,Pending,Bank Transfer,264672,217559,Meta,Medium
EXP0472,IT,Training,17190,2026-05-10,Rejected,Credit Card,297818,168580,Zoho,Low
EXP0473,HR,Hardware,42192,2025-12-15,Pending,Credit Card,269561,53302,LinkedIn,Low
EXP0474,Sales,Software License,12897,2025-05-27,Pending,UPI,185424,183352,Dell,Low
EXP0475,Operations,Recruitment,30809,2024-12-07,Approved,Bank Transfer,497522,244209,Zoho,Low
EXP0476,IT,Recruitment,27904,2026-05-03,Rejected,Credit Card,397369,102077,HP,Critical
EXP0477,IT,Maintenance,70617,2026-06-14,Rejected,UPI,439264,130677,LinkedIn,Medium
EXP0478,HR,Maintenance,84635,2026-04-25,Approved,UPI,415554,247045,LinkedIn,High
EXP0479,Engineering,Software License,55372,2026-01-03,Pending,Cash,196129,76181,Amazon AWS,Medium
EXP0480,HR,Consulting,5088,2026-04-01,Pending,Cash,458976,153451,Adobe,High
EXP0481,HR,Hardware,1762,2025-01-11,Rejected,Credit Card,144704,64906,Meta,Low
EXP0482,Marketing,Cloud Services,36310,2026-03-15,Approved,Bank Transfer,90113,66283,Zoho,Low
EXP0483,Data Science,Recruitment,38101,2026-04-21,Rejected,Credit Card,62872,14652,Dell,Medium
EXP0484,Sales,Training,63192,2024-12-01,Approved,Bank Transfer,112700,78982,Zoho,Low
EXP0485,IT,Software License,88893,2026-02-22,Approved,Credit Card,493596,467497,Meta,Low
EXP0486,Finance,Maintenance,1966,2025-03-17,Pending,Credit Card,70852,39136,Amazon AWS,Critical
EXP0487,Marketing,Cloud Services,34273,2025-08-22,Approved,Credit Card,433141,19853,Dell,Low
EXP0488,Data Science,Office Supplies,77025,2025-03-26,Pending,UPI,284533,96373,Amazon AWS,Low
EXP0489,Operations,Maintenance,45386,2025-12-05,Approved,Bank Transfer,375528,175001,HP,Low
EXP0490,HR,Recruitment,90071,2025-12-15,Rejected,UPI,434070,179115,Microsoft,Critical
EXP0491,Engineering,Maintenance,42626,2026-02-09,Pending,Bank Transfer,387638,19522,Zoho,Low
EXP0492,HR,Office Supplies,24802,2025-07-05,Approved,Cash,184802,78869,Microsoft,High
EXP0493,Marketing,Travel,82858,2026-08-21,Rejected,Credit Card,263720,130884,LinkedIn,Medium
EXP0494,Finance,Consulting,31175,2025-01-30,Rejected,Cash,347153,115797,Adobe,Low
EXP0495,Marketing,Cloud Services,37773,2026-02-15,Approved,Cash,483781,304968,LinkedIn,Critical
EXP0496,HR,Travel,98786,2025-09-27,Approved,Cash,164696,8378,Zoho,Critical
EXP0497,Marketing,Consulting,2519,2026-01-15,Approved,Cash,323085,225457,Adobe,Medium
EXP0498,IT,Software License,51722,2025-01-22,Approved,UPI,268382,109013,Adobe,Medium
EXP0499,Marketing,Hardware,73960,2025-03-27,Approved,UPI,399952,272750,Adobe,Medium
EXP0500,IT,Training,79301,2025-09-28,Rejected,Cash,185241,76518,Zoho,Medium
EXP0501,HR,Software License,50113,2024-10-15,Approved,Bank Transfer,246544,173935,Dell,Medium
EXP0502,Engineering,Office Supplies,97835,2025-05-14,Pending,Credit Card,329875,174216,Dell,Low
EXP0503,Sales,Travel,15186,2025-10-31,Approved,Cash,255202,93834,Adobe,Medium
EXP0504,Engineering,Training,62949,2025-01-26,Pending,Credit Card,271664,89318,Google,High
EXP0505,HR,Training,13949,2025-04-30,Rejected,UPI,391597,295647,Dell,Medium
EXP0506,Marketing,Travel,22433,2025-12-12,Rejected,Cash,355233,241817,Oracle,Critical
EXP0507,Operations,Software License,55125,2025-08-06,Approved,UPI,359562,223363,Adobe,Medium
EXP0508,HR,Office Supplies,20735,2025-01-13,Rejected,Bank Transfer,364321,20605,Microsoft,Critical
EXP0509,IT,Marketing Campaign,68703,2025-02-21,Approved,Bank Transfer,250781,180954,Google,Critical
EXP0510,Sales,Maintenance,28685,2026-05-04,Rejected,UPI,117847,45855,Google,High
EXP0511,IT,Maintenance,6688,2024-11-28,Rejected,Bank Transfer,380350,299553,Adobe,High
EXP0512,Operations,Maintenance,84228,2025-09-26,Pending,Bank Transfer,334604,15253,LinkedIn,Low
EXP0513,Marketing,Hardware,26591,2025-03-31,Rejected,UPI,413133,404662,Microsoft,Low
EXP0514,IT,Maintenance,20671,2026-05-15,Pending,UPI,166947,139037,Oracle,High
EXP0515,Sales,Training,94304,2025-04-18,Rejected,Credit Card,446268,99505,Oracle,Critical
EXP0516,Engineering,Training,77821,2025-08-24,Rejected,Credit Card,314424,47828,Oracle,Low
EXP0517,Engineering,Marketing Campaign,23328,2025-11-23,Approved,UPI,398904,361676,Microsoft,Medium
EXP0518,Sales,Consulting,83287,2024-08-23,Approved,UPI,251735,183291,Amazon AWS,Medium
EXP0519,IT,Cloud Services,91070,2024-09-12,Pending,Cash,434358,2890,Microsoft,Critical
EXP0520,Engineering,Training,47182,2026-07-30,Rejected,Cash,70894,68351,HP,Critical
EXP0521,Operations,Office Supplies,77883,2025-02-26,Approved,Credit Card,454565,190438,Amazon AWS,Medium
EXP0522,IT,Travel,84710,2025-12-17,Pending,UPI,152918,141874,Google,High
EXP0523,Operations,Travel,82194,2024-08-22,Approved,UPI,442295,351938,HP,Low
EXP0524,Data Science,Recruitment,1995,2026-08-11,Approved,Bank Transfer,280601,122696,Google,Low
EXP0525,Operations,Marketing Campaign,99346,2026-07-09,Approved,Cash,120919,85432,Oracle,High
EXP0526,Finance,Maintenance,22532,2026-03-24,Rejected,Credit Card,169269,41770,Microsoft,Medium
EXP0527,Data Science,Recruitment,74305,2026-06-29,Pending,Cash,284145,147607,Adobe,High
EXP0528,Sales,Training,81715,2025-01-07,Rejected,Cash,187073,13645,Oracle,Medium
EXP0529,Operations,Software License,66236,2025-11-16,Pending,Bank Transfer,461443,82145,Adobe,Critical
EXP0530,HR,Cloud Services,20675,2026-05-07,Pending,Cash,250519,179391,LinkedIn,Critical
EXP0531,Sales,Consulting,73380,2026-05-18,Pending,UPI,206115,134741,Dell,High
EXP0532,HR,Training,97939,2026-02-19,Pending,Bank Transfer,403179,299000,Microsoft,High
EXP0533,Data Science,Office Supplies,88733,2025-03-01,Rejected,Bank Transfer,286608,124292,Adobe,Low
EXP0534,IT,Marketing Campaign,99401,2025-01-07,Rejected,Cash,57313,7758,Microsoft,Low
EXP0535,Finance,Marketing Campaign,75822,2026-08-19,Pending,Cash,178520,134948,Zoho,Low
EXP0536,Data Science,Hardware,49690,2024-09-28,Approved,Credit Card,131136,60823,Amazon AWS,High
EXP0537,Marketing,Travel,49793,2026-05-16,Rejected,Bank Transfer,258237,10721,Zoho,Medium
EXP0538,Marketing,Travel,36264,2025-10-02,Pending,UPI,189750,10885,Zoho,Medium
EXP0539,Finance,Recruitment,13334,2025-04-05,Rejected,UPI,186665,123249,Meta,Low
EXP0540,Marketing,Consulting,60262,2024-12-13,Rejected,Credit Card,232347,101855,Meta,Critical
EXP0541,HR,Marketing Campaign,99471,2025-10-10,Approved,UPI,94789,6647,Dell,Low
EXP0542,IT,Marketing Campaign,9268,2025-03-08,Rejected,Cash,308369,264663,Microsoft,Low
EXP0543,HR,Travel,91273,2026-05-23,Pending,Credit Card,495387,300955,Microsoft,High
EXP0544,Sales,Office Supplies,8221,2025-01-16,Approved,Cash,145115,17969,LinkedIn,High
EXP0545,Operations,Training,83983,2026-07-15,Rejected,UPI,101492,52835,Google,Critical
EXP0546,Engineering,Travel,23860,2026-01-30,Approved,Bank Transfer,422011,38502,Dell,High
EXP0547,Data Science,Cloud Services,48812,2024-09-27,Approved,Credit Card,464300,24806,Meta,Low
EXP0548,HR,Recruitment,79755,2024-12-30,Approved,Cash,102325,21526,Adobe,Medium
EXP0549,Operations,Travel,51856,2026-01-01,Rejected,Bank Transfer,102027,59423,HP,Low
EXP0550,Sales,Cloud Services,55781,2024-11-06,Approved,Credit Card,131089,72582,Dell,Critical
EXP0551,Data Science,Software License,13094,2026-05-31,Pending,Credit Card,343138,258852,Google,Medium
EXP0552,Operations,Software License,16546,2024-11-26,Approved,Bank Transfer,109125,83694,Oracle,Critical
EXP0553,Sales,Software License,4607,2024-09-08,Rejected,Credit Card,56739,2592,LinkedIn,Low
EXP0554,HR,Office Supplies,43670,2025-06-14,Approved,Credit Card,456326,182205,Oracle,Low
EXP0555,Finance,Software License,10816,2025-10-08,Approved,Cash,63090,52178,Dell,High
EXP0556,Operations,Travel,9600,2026-07-22,Pending,UPI,146559,77874,Oracle,Critical
EXP0557,IT,Marketing Campaign,24086,2025-03-10,Approved,Cash,177599,48811,Oracle,Critical
EXP0558,Marketing,Travel,84994,2024-11-12,Pending,Bank Transfer,291998,231537,Adobe,High
EXP0559,HR,Travel,77537,2025-03-21,Approved,Bank Transfer,443142,190154,Microsoft,Critical
